yield,dose N,dose P,dose K,pH,prec 1,prec 2,prec 3,prec 4,prec 5,temp 1,temp 2,temp 3,temp 4,temp 5,soil P,soil K,soil Ca,soil Mg
4830,0,8.73362445414847,25,4.57,170.95,254.05,131.7,386.15,143.16666666666666,2.1711764705882355,10.863157894736842,16.020588235294117,16.957638888888887,15.58707729468599,8.6e-5,1.8700000000000026e-4,7.520000000000005e-4,5.2000000000000085e-5
2216,0,0,0,4.88,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,1.1600000000000015e-4,1.6800000000000026e-4,9.71000000000002e-4,6.900000000000019e-5
4364,90,8.73362445414847,25,4.72,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,1.4500000000000008e-4,2.1800000000000015e-4,6.840000000000005e-4,5.900000000000005e-5
1126,9,8.73362445414847,25,4.86,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,5.1999999999999976e-5,1.8000000000000004e-4,5.369999999999998e-4,2.900000000000001e-5
2744,21,8.73362445414847,25,5.01,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,3.8000000000000016e-5,9.500000000000006e-5,1.360000000000001e-4,7.000000000000009e-6
2950,15,8.73362445414847,25,4.82,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,3.600000000000005e-5,1.400000000000002e-4,3.1500000000000045e-4,2.800000000000005e-5
1732,60,8.73362445414847,25,4.84,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,2.9999999999999994e-5,1.180000000000001e-4,2.530000000000001e-4,2.7000000000000016e-5
3534,15,8.73362445414847,25,4.96,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,4.500000000000007e-5,7.200000000000018e-5,3.2000000000000046e-5,5.00000000000001e-6
2770,45,8.73362445414847,25,4.49,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,2.100000000000002e-5,8.100000000000014e-5,2.5100000000000003e-4,8.000000000000013e-6
1054,9,8.73362445414847,25,5.4,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,7.100000000000005e-5,9.60000000000001e-5,2.9300000000000024e-4,1.8000000000000017e-5
2728,21,8.73362445414847,25,5.1,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,1.1400000000000005e-4,1.3600000000000008e-4,1.9599999999999994e-4,1.4999999999999999e-5
3116,30,8.73362445414847,25,4.78,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,6.2e-5,1.0100000000000004e-4,2.060000000000001e-4,1.7000000000000007e-5
3308,30,8.73362445414847,25,4.99,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,8.599999999999991e-5,2.17e-4,9.959999999999997e-4,7.100000000000002e-5
2644,60,8.73362445414847,25,4.95,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,1.4799999999999983e-4,1.4699999999999983e-4,3.0599999999999963e-4,3.2999999999999975e-5
1448,21,8.73362445414847,25,5.05,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,1.0699999999999982e-4,1.9499999999999975e-4,7.749999999999991e-4,1.0199999999999986e-4
2598,45,8.73362445414847,25,4.86,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,1.2300000000000004e-4,1.4900000000000015e-4,4.1600000000000035e-4,4.000000000000004e-5
3720,15,8.73362445414847,25,4.67,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,2.5500000000000007e-4,2.040000000000001e-4,6.420000000000003e-4,4.200000000000003e-5
3172,0,8.73362445414847,25,4.56,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,2.0900000000000004e-4,7.8e-5,1.2099999999999997e-4,8E-06
2972,15,8.73362445414847,25,4.88,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,1.8199999999999995e-4,1.3899999999999994e-4,3.659999999999996e-4,3.2000000000000005e-5
2038,45,8.73362445414847,25,4.86,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,4.340000000000006e-4,1.0300000000000008e-4,2.5100000000000014e-4,3.3000000000000036e-5
2998,30,8.73362445414847,25,4.95,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,1.0899999999999994e-4,1.3600000000000005e-4,2.309999999999998e-4,1.8999999999999994e-5
3612,0,8.73362445414847,25,4.87,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,1.1199999999999998e-4,2.2800000000000018e-4,4.890000000000003e-4,5.2000000000000044e-5
2816,21,8.73362445414847,25,4.76,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,7.999999999999994e-5,1.7599999999999997e-4,8.45e-4,5.500000000000002e-5
3932,30,8.73362445414847,25,4.88,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,7.900000000000008e-5,1.3600000000000016e-4,3.160000000000002e-4,2.2000000000000027e-5
4364,15,8.73362445414847,25,4.99,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,1.660000000000002e-4,1.4100000000000017e-4,5.870000000000007e-4,4.2000000000000045e-5
1896,9,8.73362445414847,25,4.98,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,1.6199999999999984e-4,1.4899999999999994e-4,0.0012269999999999991,9.699999999999999e-5
4800,90,8.73362445414847,25,5,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,2.8000000000000003e-5,1.170000000000002e-4,5.120000000000005e-4,1.3000000000000026e-5
3480,15,8.73362445414847,25,4.96,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,2.0000000000000004e-4,2.0100000000000017e-4,3.6000000000000024e-4,3.000000000000003e-5
1198,0,0,0,5.04,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,7.499999999999997e-5,1.3600000000000003e-4,1.6299999999999992e-4,1.8e-5
1544,15,8.73362445414847,25,4.95,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,2.4599999999999996e-4,1.45e-4,4.3099999999999985e-4,3.4000000000000007e-5
2918,21,8.73362445414847,25,4.83,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,6.800000000000007e-5,1.520000000000002e-4,3.710000000000002e-4,3.700000000000004e-5
1988,30,8.73362445414847,25,4.94,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,4.200000000000001e-5,1.5200000000000012e-4,2.2099999999999995e-4,2.800000000000001e-5
1728,60,8.73362445414847,25,4.75,19.566666666666666,57.86666666666667,16.433333333333334,62.36666666666667,15.760000000000002,3.101950738916256,11.786622986622987,17.130561974789916,17.93311062595483,16.35569140241909,2.679999999999999e-4,1.4999999999999996e-4,5.059999999999998e-4,3.499999999999999e-5
5762,30,13.100436681222707,25,4.23,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.1199999999999996e-4,1.69e-4,8.780000000000002e-4,1.09e-4
8834,60,13.100436681222707,25,3.92,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.2599999999999997e-4,1.3199999999999996e-4,3.4299999999999966e-4,4.399999999999999e-5
8453,60,26.200873362445414,25,4.07,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.8700000000000007e-4,1.0599999999999996e-4,1.9799999999999988e-4,2.6000000000000005e-5
2961,90,13.100436681222707,25,3.87,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.410000000000001e-4,1.1700000000000007e-4,2.630000000000001e-4,3.1000000000000015e-5
1968,90,26.200873362445414,25,3.81,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.53e-4,1.3000000000000004e-4,2.4200000000000008e-4,3.200000000000004e-5
3445,30,39.301310043668124,25,4.19,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,2.490000000000003e-4,2.3600000000000045e-4,9.900000000000002e-5,1.6000000000000013e-5
3866,30,26.200873362445414,25,4.2,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.6100000000000034e-4,1.3100000000000018e-4,1.8600000000000032e-4,2.0000000000000036e-5
3689,30,0,25,3.92,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.2300000000000012e-4,1.710000000000003e-4,1.1200000000000005e-4,2.6000000000000036e-5
2103,0,0,25,4.52,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,8.800000000000016e-5,1.890000000000003e-4,1.7400000000000022e-4,4.700000000000006e-5
1369,0,26.200873362445414,25,4.54,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.1700000000000015e-4,1.110000000000001e-4,1.6e-4,3.300000000000003e-5
1823,0,13.100436681222707,25,4.45,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.2199999999999997e-4,1.7999999999999998e-4,3.589999999999997e-4,5.7e-5
1100,0,39.301310043668124,25,4.48,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.9100000000000025e-4,1.2500000000000022e-4,1.460000000000001e-4,2.800000000000003e-5
3653,90,0,25,3.84,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,5.899999999999999e-5,1.4099999999999998e-4,2.639999999999998e-4,2.9000000000000007e-5
4597,90,39.301310043668124,25,3.88,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.5099999999999974e-4,1.1799999999999983e-4,3.9499999999999914e-4,3.799999999999994e-5
5661,60,39.301310043668124,25,4.11,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.9200000000000033e-4,1.2100000000000027e-4,2.1400000000000016e-4,2.2000000000000043e-5
3109,60,0,25,3.98,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,5.499999999999999e-5,1.1199999999999993e-4,7.799999999999993e-5,1.2999999999999994e-5
3673,60,26.200873362445414,25,4.14,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.410000000000002e-4,1.370000000000002e-4,1.230000000000001e-4,2.5000000000000018e-5
7123,60,0,25,4.11,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.1400000000000018e-4,1.220000000000002e-4,1.4200000000000014e-4,2.9000000000000048e-5
4415,30,13.100436681222707,25,4.1,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.3399999999999998e-4,1.76e-4,3.519999999999998e-4,4.900000000000002e-5
3673,90,13.100436681222707,25,4.12,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.2000000000000004e-4,9.500000000000003e-5,1.2200000000000004e-4,2.1000000000000012e-5
649,0,26.200873362445414,25,4.66,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.4600000000000005e-4,8.599999999999999e-5,6.800000000000003e-5,2.1000000000000002e-5
2687,60,39.301310043668124,25,4.3,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,2.1700000000000007e-4,4.7e-5,5.299999999999998e-5,1.2999999999999996e-5
3050,90,26.200873362445414,25,4.16,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.4799999999999983e-4,6.099999999999996e-5,8.199999999999992e-5,1.4999999999999987e-5
3827,60,13.100436681222707,25,4,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.2900000000000005e-4,9.600000000000007e-5,1.0100000000000007e-4,2.3000000000000014e-5
3993,90,39.301310043668124,25,4.11,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.4600000000000013e-4,1.4900000000000023e-4,1.7700000000000007e-4,2.5000000000000028e-5
2041,0,39.301310043668124,25,4.47,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,3.480000000000001e-4,1.7300000000000006e-4,3.1e-4,5.000000000000001e-5
3430,90,0,25,4.13,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,8.399999999999993e-5,1.059999999999999e-4,2.899999999999997e-5,1.0999999999999984e-5
1649,0,13.100436681222707,25,4.43,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.2000000000000004e-4,1.6500000000000005e-4,1.660000000000001e-4,4.0000000000000024e-5
1668,0,0,25,4.43,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,8.800000000000012e-5,2.1200000000000017e-4,2.290000000000002e-4,4.400000000000004e-5
4481,30,0,25,4.35,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,9.199999999999989e-5,1.1399999999999987e-4,1.4699999999999975e-4,2.4999999999999974e-5
5506,30,26.200873362445414,25,4,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.0800000000000019e-4,1.0900000000000016e-4,2.570000000000005e-4,3.6000000000000055e-5
5071,30,39.301310043668124,25,4.14,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,2.0300000000000025e-4,9.00000000000001e-5,1.0800000000000006e-4,1.700000000000002e-5
3463,30,13.100436681222707,25,4.27,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,2.100000000000004e-4,1.3400000000000022e-4,4.7900000000000086e-4,6.400000000000013e-5
2493,0,13.100436681222707,25,4.52,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.2999999999999993e-4,2.0600000000000013e-4,5.449999999999999e-4,8.7e-5
4549,90,26.200873362445414,25,4.05,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,2.1000000000000025e-4,1.5800000000000024e-4,4.5900000000000053e-4,6.300000000000011e-5
2693,0,0,25,4.44,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.0299999999999993e-4,1.9499999999999994e-4,2.2399999999999978e-4,4.399999999999999e-5
1699,0,39.301310043668124,25,4.49,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,3.1800000000000014e-4,1.3800000000000005e-4,1.7899999999999993e-4,3.1000000000000015e-5
4465,30,39.301310043668124,25,4.39,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,2.5700000000000066e-4,6.000000000000009e-5,7.000000000000013e-5,1.500000000000002e-5
3974,60,26.200873362445414,25,4.19,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.5600000000000005e-4,1.2100000000000008e-4,3.8600000000000017e-4,4.800000000000004e-5
3840,90,13.100436681222707,25,3.97,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.979999999999999e-4,8.299999999999997e-5,1.3499999999999984e-4,1.999999999999999e-5
4880,90,0,25,3.77,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,8.500000000000003e-5,1.2600000000000003e-4,2.3400000000000016e-4,4.300000000000001e-5
6005,60,13.100436681222707,25,3.93,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.1599999999999995e-4,1.3199999999999993e-4,2.74e-4,2.9000000000000014e-5
6094,30,0,25,4.14,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.0499999999999992e-4,1.4099999999999996e-4,2.3599999999999994e-4,3.4e-5
4699,90,39.301310043668124,25,3.57,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.7700000000000024e-4,1.6000000000000023e-4,5.230000000000009e-4,6.500000000000008e-5
4457,60,39.301310043668124,25,3.91,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.8100000000000044e-4,1.4000000000000026e-4,3.970000000000008e-4,4.4000000000000114e-5
4311,30,26.200873362445414,25,3.96,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,2.0500000000000019e-4,1.140000000000001e-4,2.8500000000000015e-4,3.2000000000000026e-5
2428,60,0,25,3.62,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,4.6999999999999936e-5,1.7099999999999998e-4,3.899999999999997e-4,4.299999999999999e-5
1596,0,26.200873362445414,25,4.26,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,3.01e-4,2.0200000000000009e-4,6.859999999999998e-4,8.100000000000006e-5
2593,90,39.301310043668124,25,4.02,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.8699999999999986e-4,1.6699999999999994e-4,2.2499999999999967e-4,2.699999999999997e-5
1664,0,26.200873362445414,25,4.31,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.1999999999999996e-4,1.4200000000000004e-4,2.61e-4,4.200000000000002e-5
3583,90,13.100436681222707,25,4.09,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.5300000000000011e-4,1.3600000000000016e-4,2.510000000000001e-4,4.000000000000004e-5
3891,90,0,25,4.06,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,7.500000000000002e-5,1.5000000000000004e-4,2.450000000000002e-4,3.900000000000003e-5
4536,60,0,25,4.11,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.0600000000000012e-4,1.0200000000000011e-4,1.220000000000002e-4,2.900000000000004e-5
2896,0,0,25,4.44,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,9.599999999999993e-5,1.4999999999999988e-4,1.7799999999999983e-4,3.799999999999999e-5
5355,60,13.100436681222707,25,4.1,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.9700000000000005e-4,1.8000000000000012e-4,3.3600000000000004e-4,4.400000000000001e-5
2649,30,39.301310043668124,25,4.23,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.3800000000000024e-4,1.0300000000000013e-4,9.30000000000001e-5,1.7000000000000013e-5
3836,30,13.100436681222707,25,4.42,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.060000000000001e-4,1.1700000000000019e-4,1.6400000000000022e-4,4.000000000000005e-5
3414,0,39.301310043668124,25,4.51,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.8499999999999986e-4,1.18e-4,1.569999999999998e-4,3.4e-5
8530,60,26.200873362445414,25,4.04,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.3800000000000007e-4,1.4299999999999998e-4,2.450000000000001e-4,3.800000000000001e-5
6594,90,26.200873362445414,25,4.05,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.1300000000000024e-4,1.4200000000000028e-4,8.500000000000013e-5,2.500000000000002e-5
2775,0,13.100436681222707,25,4.48,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.4200000000000025e-4,1.3700000000000019e-4,1.5600000000000013e-4,3.400000000000006e-5
7175,60,39.301310043668124,25,4.27,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.110000000000001e-4,9.900000000000013e-5,1.590000000000001e-4,2.600000000000003e-5
3016,30,0,25,4.33,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.1100000000000019e-4,1.250000000000003e-4,1.4400000000000027e-4,2.7000000000000053e-5
3005,30,26.200873362445414,25,4.13,286.95,333.9,157.95,514.45,158.7,0.9661484593837535,10.324561403508772,15.790196078431372,17.051574397824396,15.614589371980676,1.2799999999999989e-4,2.3699999999999996e-4,2.7299999999999975e-4,3.2999999999999975e-5
2466,30,39.301310043668124,25,5.26,198.01666666666665,278.18333333333334,145.78333333333333,451.6,138.2,1.978795518207283,11.054824561403509,16.626470588235293,17.066574397824397,15.718635265700483,4.0899999999999986e-4,1.419999999999999e-4,0.0016279999999999982,7.499999999999994e-5
2963,60,0,25,4.73,198.01666666666665,278.18333333333334,145.78333333333333,451.6,138.2,1.978795518207283,11.054824561403509,16.626470588235293,17.066574397824397,15.718635265700483,1.1599999999999993e-4,7.200000000000002e-5,3.149999999999998e-4,1.999999999999999e-5
1566,0,26.200873362445414,25,4.55,198.01666666666665,278.18333333333334,145.78333333333333,451.6,138.2,1.978795518207283,11.054824561403509,16.626470588235293,17.066574397824397,15.718635265700483,2.92e-4,6.299999999999997e-5,4.53e-4,3.100000000000001e-5
3200,30,13.100436681222707,25,4.79,198.01666666666665,278.18333333333334,145.78333333333333,451.6,138.2,1.978795518207283,11.054824561403509,16.626470588235293,17.066574397824397,15.718635265700483,1.8900000000000012e-4,3.7e-5,1.79e-4,1.3000000000000006e-5
3234,90,26.200873362445414,25,4.47,198.01666666666665,278.18333333333334,145.78333333333333,451.6,138.2,1.978795518207283,11.054824561403509,16.626470588235293,17.066574397824397,15.718635265700483,1.8200000000000003e-4,8.800000000000004e-5,4.299999999999999e-4,2.5000000000000005e-5
1306,0,13.100436681222707,25,4.59,198.01666666666665,278.18333333333334,145.78333333333333,451.6,138.2,1.978795518207283,11.054824561403509,16.626470588235293,17.066574397824397,15.718635265700483,1.7000000000000028e-4,1.0300000000000015e-4,4.820000000000004e-4,3.400000000000006e-5
4250,90,0,25,4.29,198.01666666666665,278.18333333333334,145.78333333333333,451.6,138.2,1.978795518207283,11.054824561403509,16.626470588235293,17.066574397824397,15.718635265700483,1.150000000000001e-4,1.3000000000000007e-4,6.710000000000008e-4,3.400000000000006e-5
2341,60,13.100436681222707,25,4.51,198.01666666666665,278.18333333333334,145.78333333333333,451.6,138.2,1.978795518207283,11.054824561403509,16.626470588235293,17.066574397824397,15.718635265700483,1.2999999999999993e-4,6.399999999999996e-5,2.4499999999999994e-4,1.3999999999999995e-5
1784,0,39.301310043668124,25,4.47,198.01666666666665,278.18333333333334,145.78333333333333,451.6,138.2,1.978795518207283,11.054824561403509,16.626470588235293,17.066574397824397,15.718635265700483,1.0399999999999997e-4,9.399999999999998e-5,5.650000000000001e-4,4.1000000000000034e-5
